날짜,순위,영화명,개봉일,일일관객수,누적관객수,일일매출액
20250702,4,드래곤 길들이기,2025-06-06,12894,1575435,122119940
20250702,5,엘리오,2025-06-18,8395,466103,71643960
20250702,6,하이파이브,2025-05-30,3322,1859061,29225650
20250702,7,바람계곡의 나우시카,2000-12-30,2784,36471,24183200
20250702,8,28년 후,2025-06-19,2256,335413,19754800
20250702,9,시네마 천국,1990-07-07,1793,66223,16736500
20250702,10,미션 임파서블: 파이널 레코닝,2025-05-17,1690,3365234,15718100
20250703,1,쥬라기 월드: 새로운 시작,2025-07-02,101850,254654,950174220
20250703,2,노이즈,2025-06-25,42243,347217,402002150
20250703,3,F1 더 무비,2025-06-25,39443,660413,432776870
20250703,4,드래곤 길들이기,2025-06-06,12886,1588321,122379270
20250703,5,엘리오,2025-06-18,6578,472681,57471050
20250703,6,하이파이브,2025-05-30,3475,1862536,31199500
20250703,7,28년 후,2025-06-19,2872,338285,24685300
20250703,8,무명 無名,2025-06-25,2021,41230,18882300
20250703,9,미션 임파서블: 파이널 레코닝,2025-05-17,1914,3367148,16734000
20250703,10,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,1733,79011,14586600
20250704,1,쥬라기 월드: 새로운 시작,2025-07-02,143039,397693,1391233020
20250704,2,노이즈,2025-06-25,78305,425522,772571370
20250704,3,F1 더 무비,2025-06-25,61922,722335,702836410
20250704,4,드래곤 길들이기,2025-06-06,17443,1605764,174716290
20250704,5,엘리오,2025-06-18,8949,481630,80381900
20250704,6,하이파이브,2025-05-30,4558,1867094,43109820
20250704,7,28년 후,2025-06-19,2736,341021,24135600
20250704,8,미션 임파서블: 파이널 레코닝,2025-05-17,2300,3369448,22222000
20250704,9,무명 無名,2025-06-25,2210,43440,21537800
20250704,10,시네마 천국,1990-07-07,1806,69553,17450300
20250705,1,쥬라기 월드: 새로운 시작,2025-07-02,357017,754710,3425578460
20250705,2,F1 더 무비,2025-06-25,135361,857696,1508368870
20250705,3,노이즈,2025-06-25,122932,548454,1202058160
20250705,4,드래곤 길들이기,2025-06-06,40601,1646365,390719110
20250705,5,엘리오,2025-06-18,29908,511538,274303610
20250705,6,바람계곡의 나우시카,2000-12-30,5998,45529,57170170
20250705,7,하이파이브,2025-05-30,5058,1872152,46730000
20250705,8,미션 임파서블: 파이널 레코닝,2025-05-17,4317,3373765,42415660
20250705,9,28년 후,2025-06-19,3081,344102,27889140
20250705,10,시네마 천국,1990-07-07,2710,72263,27666900
20250706,1,쥬라기 월드: 새로운 시작,2025-07-02,304376,1059086,2910705880
20250706,2,노이즈,2025-06-25,125023,673477,1226129470
20250706,3,F1 더 무비,2025-06-25,123378,981074,1367485350
20250706,4,드래곤 길들이기,2025-06-06,39167,1685532,375762710
20250706,5,엘리오,2025-06-18,29559,541097,272042330
20250706,6,하이파이브,2025-05-30,4178,1876330,38898270
20250706,7,미션 임파서블: 파이널 레코닝,2025-05-17,3731,3377496,36345170
20250706,8,무명 無名,2025-06-25,3322,49185,34678600
20250706,9,바람계곡의 나우시카,2000-12-30,3026,48555,29893000
20250706,10,알사탕, ,2342,126815,11710000
20250707,1,쥬라기 월드: 새로운 시작,2025-07-02,65659,1124745,619085860
20250707,2,노이즈,2025-06-25,50668,724145,486935520
20250707,3,F1 더 무비,2025-06-25,42632,1023706,472671880
20250707,4,드래곤 길들이기,2025-06-06,9277,1694809,89153260
20250707,5,엘리오,2025-06-18,3947,545044,35567420
20250707,6,하이파이브,2025-05-30,2209,1878539,19129600
20250707,7,미션 임파서블: 파이널 레코닝,2025-05-17,1626,3379122,15521600
20250707,8,무명 無名,2025-06-25,1562,50747,14847100
20250707,9,신명,2025-06-02,1554,764523,13968700
20250707,10,바람계곡의 나우시카,2000-12-30,1284,49839,11688200
20250708,1,쥬라기 월드: 새로운 시작,2025-07-02,59794,1184539,562664730
20250708,2,노이즈,2025-06-25,52506,776651,501519190
20250708,3,F1 더 무비,2025-06-25,45102,1068808,508198320
20250708,4,드래곤 길들이기,2025-06-06,9846,1704655,94596740
20250708,5,엘리오,2025-06-18,5558,550602,48754700
20250708,6,신명,2025-06-02,2891,767414,24640400
20250708,7,하이파이브,2025-05-30,2847,1881386,25495100
20250708,8,바람계곡의 나우시카,2000-12-30,1869,51708,16672300
20250708,9,무명 無名,2025-06-25,1686,52433,15922600
20250708,10,미션 임파서블: 파이널 레코닝,2025-05-17,1628,3380750,15125100
20250709,1,슈퍼맨,2025-07-09,92940,93951,935617870
20250709,2,노이즈,2025-06-25,50455,827106,484195150
20250709,3,쥬라기 월드: 새로운 시작,2025-07-02,48181,1232720,447797080
20250709,4,F1 더 무비,2025-06-25,31493,1100301,308655420
20250709,5,괴기열차,2025-07-09,12919,13425,117124060
20250709,6,드래곤 길들이기,2025-06-06,6043,1710698,56507040
20250709,7,엘리오,2025-06-18,4132,554734,33258900
20250709,8,킹 오브 킹스,2025-07-16,1932,8060,19022000
20250709,9,신명,2025-06-02,1870,769284,15655100
20250709,10,바람계곡의 나우시카,2000-12-30,1501,53209,12699400
20250710,1,슈퍼맨,2025-07-09,56911,150862,570423280
20250710,2,쥬라기 월드: 새로운 시작,2025-07-02,47093,1279813,431694100
20250710,3,노이즈,2025-06-25,42939,870045,413017310
20250710,4,F1 더 무비,2025-06-25,33258,1133559,331986450
20250710,5,괴기열차,2025-07-09,10012,23437,91435000
20250710,6,드래곤 길들이기,2025-06-06,5682,1716380,53395040
20250710,7,엘리오,2025-06-18,4094,558828,32870260
20250710,8,영화 코바야시네 메이드래곤 외로움쟁이 용,2025-07-10,2811,3198,24212300
20250710,9,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,1771,84265,14290600
20250710,10,신명,2025-06-02,1636,770920,13941100
20250711,1,슈퍼맨,2025-07-09,78140,229002,808346860
20250711,2,쥬라기 월드: 새로운 시작,2025-07-02,74419,1354232,705558420
20250711,3,노이즈,2025-06-25,58791,928836,585997790
20250711,4,F1 더 무비,2025-06-25,51431,1184990,530103600
20250711,5,괴기열차,2025-07-09,11500,34937,109290630
20250711,6,드래곤 길들이기,2025-06-06,6406,1722786,61184940
20250711,7,엘리오,2025-06-18,4446,563274,35522900
20250711,8,델마와 루이스 ,1993-11-27,2597,22409,26323500
20250711,9,신명,2025-06-02,2099,773019,17953400
20250711,10,무명 無名,2025-06-25,1578,56401,15858700
20250712,1,쥬라기 월드: 새로운 시작,2025-07-02,204822,1559054,1956391950
20250712,2,슈퍼맨,2025-07-09,178255,407257,1846572430
20250712,3,노이즈,2025-06-25,134909,1063745,1334444760
20250712,4,F1 더 무비,2025-06-25,116073,1301063,1196152480
20250712,5,괴기열차,2025-07-09,17592,52529,169499100
20250712,6,드래곤 길들이기,2025-06-06,17546,1740332,170102510
20250712,7,엘리오,2025-06-18,14045,577319,130156420
20250712,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,6258,6564,48801700
20250712,9,명탐정 코난: 척안의 잔상,2025-07-16,4609,4609,55346500
20250712,10,세븐틴 월드 투어 '비 더 선',2025-07-10,2361,4293,47220000
20250713,1,쥬라기 월드: 새로운 시작,2025-07-02,176890,1735944,1683306450
20250713,2,슈퍼맨,2025-07-09,141172,548429,1435543050
20250713,3,노이즈,2025-06-25,119910,1183655,1191105860
20250713,4,F1 더 무비,2025-06-25,106175,1407238,1086345540
20250713,5,드래곤 길들이기,2025-06-06,18443,1758775,177521760
20250713,6,괴기열차,2025-07-09,15419,67948,145309300
20250713,7,엘리오,2025-06-18,14426,591745,133129700
20250713,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,5599,12163,45586800
20250713,9,명탐정 코난: 척안의 잔상,2025-07-16,4803,9412,56747300
20250713,10,신명,2025-06-02,2580,777701,22511700
20250714,1,F1 더 무비,2025-06-25,25372,1432610,258670920
20250714,2,노이즈,2025-06-25,25033,1208688,243533010
20250714,3,슈퍼맨,2025-07-09,24345,572774,230222220
20250714,4,쥬라기 월드: 새로운 시작,2025-07-02,23981,1759925,222312760
20250714,5,괴기열차,2025-07-09,3727,71675,33688900
20250714,6,드래곤 길들이기,2025-06-06,2927,1761702,28542340
20250714,7,엘리오,2025-06-18,1185,592930,9250200
20250714,8,라이언 일병 구하기,1998-09-12,949,27283,5879800
20250714,9,무명 無名,2025-06-25,843,60074,8075400
20250714,10,영화 코바야시네 메이드래곤 외로움쟁이 용,2025-07-10,719,9422,7066200
20250715,1,F1 더 무비,2025-06-25,32066,1464676,328431410
20250715,2,쥬라기 월드: 새로운 시작,2025-07-02,29147,1789072,275550560
20250715,3,슈퍼맨,2025-07-09,28476,601250,291699840
20250715,4,노이즈,2025-06-25,27846,1236534,274891500
20250715,5,괴기열차,2025-07-09,4284,75959,39794320
20250715,6,드래곤 길들이기,2025-06-06,3953,1765655,38218600
20250715,7,엘리오,2025-06-18,1785,594715,13877400
20250715,8,신명,2025-06-02,1631,779927,13316900
20250715,9,전지적 독자 시점,2025-07-23,1048,1048,12328000
20250715,10,무명 無名,2025-06-25,975,61049,9042900
20250716,1,명탐정 코난: 척안의 잔상,2025-07-16,71522,80934,690420390
20250716,2,F1 더 무비,2025-06-25,38208,1502884,417237610
20250716,3,킹 오브 킹스,2025-07-16,37732,50992,345561430
20250716,4,노이즈,2025-06-25,27070,1263604,263894440
20250716,5,쥬라기 월드: 새로운 시작,2025-07-02,26080,1815152,239881080
20250716,6,슈퍼맨,2025-07-09,22721,623971,216284180
20250716,7,28년 후,2025-06-19,11122,361365,108086300
20250716,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,5058,17264,36266400
20250716,9,메간 2.0,2025-07-16,2905,3181,27028600
20250716,10,커미션,2025-07-16,2688,3063,15861500
20250717,1,F1 더 무비,2025-06-25,37882,1540766,413543780
20250717,2,명탐정 코난: 척안의 잔상,2025-07-16,35701,116635,342634550
20250717,3,킹 오브 킹스,2025-07-16,34034,85026,310305720
20250717,4,노이즈,2025-06-25,24865,1288469,243051900
20250717,5,쥬라기 월드: 새로운 시작,2025-07-02,24124,1839276,222728690
20250717,6,슈퍼맨,2025-07-09,19295,643266,185389410
20250717,7,이상한 집,2025-07-17,3731,3731,31637900
20250717,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,2978,20242,22461300
20250717,9,드래곤 길들이기,2025-06-06,2242,1769551,18870550
20250717,10,메간 2.0,2025-07-16,2147,5328,20273300
20250718,1,F1 더 무비,2025-06-25,67613,1608379,760337380
20250718,2,노이즈,2025-06-25,53284,1341753,535545120
20250718,3,명탐정 코난: 척안의 잔상,2025-07-16,45734,162369,453686050
20250718,4,킹 오브 킹스,2025-07-16,40476,125502,382715920
20250718,5,쥬라기 월드: 새로운 시작,2025-07-02,35557,1874833,344023090
20250718,6,슈퍼맨,2025-07-09,27802,671068,277324110
20250718,7,이상한 집,2025-07-17,3957,7688,37374800
20250718,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,3871,24113,32268900
20250718,9,괴기열차,2025-07-09,3611,83266,33117200
20250718,10,메간 2.0,2025-07-16,3060,8388,29571850
20250719,1,F1 더 무비,2025-06-25,138875,1747254,1529334790
20250719,2,킹 오브 킹스,2025-07-16,134857,260359,1271583360
20250719,3,명탐정 코난: 척안의 잔상,2025-07-16,90413,252782,884997540
20250719,4,쥬라기 월드: 새로운 시작,2025-07-02,89799,1964632,866227030
20250719,5,노이즈,2025-06-25,73677,1415430,732469510
20250719,6,슈퍼맨,2025-07-09,57253,728321,569233490
20250719,7,극장판 도라에몽: 진구의 그림이야기,2025-07-16,12257,36370,107079100
20250719,8,괴기열차,2025-07-09,5283,88549,49403700
20250719,9,이상한 집,2025-07-17,4076,11764,37962900
20250719,10,메간 2.0,2025-07-16,4050,12438,38930600
20250720,1,킹 오브 킹스,2025-07-16,128040,388399,1239556340
20250720,2,F1 더 무비,2025-06-25,126389,1873643,1378519980
20250720,3,쥬라기 월드: 새로운 시작,2025-07-02,74107,2038739,712288370
20250720,4,명탐정 코난: 척안의 잔상,2025-07-16,71319,324101,699444840
20250720,5,노이즈,2025-06-25,64715,1480145,643960960
20250720,6,슈퍼맨,2025-07-09,46873,775194,464528100
20250720,7,극장판 도라에몽: 진구의 그림이야기,2025-07-16,11687,48057,103488300
20250720,8,괴기열차,2025-07-09,3986,92535,35999000
20250720,9,이상한 집,2025-07-17,3578,15342,33267400
20250720,10,메간 2.0,2025-07-16,3452,15890,33649200
20250721,1,F1 더 무비,2025-06-25,50921,1924564,544933480
20250721,2,명탐정 코난: 척안의 잔상,2025-07-16,29196,353297,276717050
20250721,3,킹 오브 킹스,2025-07-16,27646,416045,250242750
20250721,4,노이즈,2025-06-25,27182,1507327,261788750
20250721,5,쥬라기 월드: 새로운 시작,2025-07-02,19921,2058660,185786220
20250721,6,슈퍼맨,2025-07-09,14061,789255,136150580
20250721,7,전지적 독자 시점,2025-07-23,3142,4768,28566000
20250721,8,괴기열차,2025-07-09,2231,94766,19820300
20250721,9,극장판 도라에몽: 진구의 그림이야기,2025-07-16,1833,49890,15926600
20250721,10,메간 2.0,2025-07-16,1803,17693,16885300
20250722,1,F1 더 무비,2025-06-25,53571,1978135,579052340
20250722,2,킹 오브 킹스,2025-07-16,27968,444013,250299400
20250722,3,명탐정 코난: 척안의 잔상,2025-07-16,25704,379001,243381820
20250722,4,노이즈,2025-06-25,24353,1531680,234830660
20250722,5,쥬라기 월드: 새로운 시작,2025-07-02,18222,2076882,168585920
20250722,6,슈퍼맨,2025-07-09,12705,801960,123127760
20250722,7,괴기열차,2025-07-09,2107,96873,18243500
20250722,8,커미션,2025-07-16,2033,11601,10366700
20250722,9,극장판 도라에몽: 진구의 그림이야기,2025-07-16,1902,51792,16388600
20250722,10,메간 2.0,2025-07-16,1796,19489,16627100
20250723,1,전지적 독자 시점,2025-07-23,122476,127416,1135914640
20250723,2,F1 더 무비,2025-06-25,40786,2018921,397913920
20250723,3,명탐정 코난: 척안의 잔상,2025-07-16,26837,405838,243114320
20250723,4,킹 오브 킹스,2025-07-16,22317,466330,198363970
20250723,5,노이즈,2025-06-25,16914,1548594,161840610
20250723,6,쥬라기 월드: 새로운 시작,2025-07-02,11888,2088770,107609960
20250723,7,슈퍼맨,2025-07-09,7858,809818,73413040
20250723,8,좀비딸,2025-07-30,3257,4734,29533000
20250723,9,극장판 도라에몽: 진구의 그림이야기,2025-07-16,2976,54768,21638400
20250723,10,대탈출 : 더 스토리 특별판,2025-07-23,1583,1583,15723500
20250724,1,전지적 독자 시점,2025-07-23,73102,200518,665401920
20250724,2,판타스틱 4: 새로운 출발,2025-07-24,72687,73313,724521830
20250724,3,F1 더 무비,2025-06-25,34642,2053563,335886890
20250724,4,킹 오브 킹스,2025-07-16,24062,490392,214001660
20250724,5,명탐정 코난: 척안의 잔상,2025-07-16,17743,423581,163178220
20250724,6,노이즈,2025-06-25,13493,1562087,130286610
20250724,7,쥬라기 월드: 새로운 시작,2025-07-02,8020,2096790,73602760
20250724,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,7890,14564,59456200
20250724,9,좀비딸,2025-07-30,6487,11221,58968000
20250724,10,슈퍼맨,2025-07-09,4246,814064,39735920
20250725,1,전지적 독자 시점,2025-07-23,80688,281206,829372410
20250725,2,판타스틱 4: 새로운 출발,2025-07-24,61400,134713,701593320
20250725,3,F1 더 무비,2025-06-25,58786,2112349,630541140
20250725,4,킹 오브 킹스,2025-07-16,31214,521606,296350320
20250725,5,명탐정 코난: 척안의 잔상,2025-07-16,21039,444620,215372550
20250725,6,노이즈,2025-06-25,16874,1578961,181073000
20250725,7,좀비딸,2025-07-30,10489,21710,93977000
20250725,8,쥬라기 월드: 새로운 시작,2025-07-02,10089,2106879,99634520
20250725,9,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,6935,21499,57714400
20250725,10,슈퍼맨,2025-07-09,5395,819459,55901800
20250726,1,전지적 독자 시점,2025-07-23,185014,466220,1947479780
20250726,2,F1 더 무비,2025-06-25,141590,2253939,1580343850
20250726,3,판타스틱 4: 새로운 출발,2025-07-24,115275,249988,1340216350
20250726,4,킹 오브 킹스,2025-07-16,99405,621011,978777056
20250726,5,명탐정 코난: 척안의 잔상,2025-07-16,41115,485735,435191070
20250726,6,노이즈,2025-06-25,31225,1610186,336194410
20250726,7,쥬라기 월드: 새로운 시작,2025-07-02,28107,2134986,292287120
20250726,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,22880,44379,224277420
20250726,9,슈퍼맨,2025-07-09,11264,830723,121392970
20250726,10,배드 가이즈 2,2025-07-30,9734,10736,97340000
20250727,1,전지적 독자 시점,2025-07-23,161585,627805,1692330330
20250727,2,F1 더 무비,2025-06-25,139760,2393699,1521982450
20250727,3,킹 오브 킹스,2025-07-16,109051,730062,1077770960
20250727,4,판타스틱 4: 새로운 출발,2025-07-24,92345,342333,1038785470
20250727,5,명탐정 코난: 척안의 잔상,2025-07-16,37450,523185,389081760
20250727,6,노이즈,2025-06-25,27614,1637800,296196710
20250727,7,쥬라기 월드: 새로운 시작,2025-07-02,27523,2162509,280560300
20250727,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,24731,69110,241177560
20250727,9,슈퍼맨,2025-07-09,10491,841214,111357990
20250727,10,극장판 도라에몽: 진구의 그림이야기,2025-07-16,6906,71949,69809100
20250728,1,F1 더 무비,2025-06-25,63659,2457358,660060750
20250728,2,전지적 독자 시점,2025-07-23,59669,687474,587435170
20250728,3,킹 오브 킹스,2025-07-16,36397,766459,342355040
20250728,4,판타스틱 4: 새로운 출발,2025-07-24,34121,376454,365300120
20250728,5,명탐정 코난: 척안의 잔상,2025-07-16,19627,542812,196577080
20250728,6,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,13355,82465,124628060
20250728,7,노이즈,2025-06-25,13287,1651087,135474700
20250728,8,쥬라기 월드: 새로운 시작,2025-07-02,11961,2174470,115909750
20250728,9,슈퍼맨,2025-07-09,4812,846026,48125700
20250728,10,극장판 도라에몽: 진구의 그림이야기,2025-07-16,4378,76327,41149000
20250729,1,F1 더 무비,2025-06-25,62129,2519487,633185930
20250729,2,전지적 독자 시점,2025-07-23,54880,742354,523181410
20250729,3,킹 오브 킹스,2025-07-16,37752,804211,347699530
20250729,4,판타스틱 4: 새로운 출발,2025-07-24,29823,406277,312074730
20250729,5,명탐정 코난: 척안의 잔상,2025-07-16,18785,561597,184786260
20250729,6,쥬라기 월드: 새로운 시작,2025-07-02,13475,2187945,127334190
20250729,7,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,12614,95079,114699140
20250729,8,노이즈,2025-06-25,12344,1663431,123836220
20250729,9,슈퍼맨,2025-07-09,5194,851220,50904960
20250729,10,극장판 도라에몽: 진구의 그림이야기,2025-07-16,5009,81336,45780700
20250730,1,좀비딸,2025-07-30,430087,462004,3382105980
20250730,2,F1 더 무비,2025-06-25,118128,2637615,1012627340
20250730,3,전지적 독자 시점,2025-07-23,83986,826340,638804720
20250730,4,판타스틱 4: 새로운 출발,2025-07-24,49817,456094,418099820
20250730,5,배드 가이즈 2,2025-07-30,41505,52241,353484000
20250730,6,킹 오브 킹스,2025-07-16,40873,845084,334655050
20250730,7,명탐정 코난: 척안의 잔상,2025-07-16,30317,591914,257162880
20250730,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,12178,107257,108085500
20250730,9,노이즈,2025-06-25,9231,1672662,76230200
20250730,10,쥬라기 월드: 새로운 시작,2025-07-02,6167,2194112,50536900
20250731,1,좀비딸,2025-07-30,240977,702981,2239085420
20250731,2,F1 더 무비,2025-06-25,74681,2712296,766131070
20250731,3,배드 가이즈 2,2025-07-30,33508,85749,293632730
20250731,4,킹 오브 킹스,2025-07-16,31858,876942,291583670
20250731,5,전지적 독자 시점,2025-07-23,31110,857450,289106280
20250731,6,판타스틱 4: 새로운 출발,2025-07-24,17217,473311,184267900
20250731,7,명탐정 코난: 척안의 잔상,2025-07-16,14597,606511,141020400
20250731,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,10157,117414,91729150
20250731,9,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,5639,13669,49048300
20250731,10,노이즈,2025-06-25,5473,1678135,54361700
20250801,1,좀비딸,2025-07-30,269926,972907,2642987300
20250801,2,F1 더 무비,2025-06-25,89628,2801924,980755430
20250801,3,전지적 독자 시점,2025-07-23,34672,892122,275681760
20250801,4,킹 오브 킹스,2025-07-16,30479,907421,294363790
20250801,5,배드 가이즈 2,2025-07-30,30205,115954,277123280
20250801,6,판타스틱 4: 새로운 출발,2025-07-24,18431,491742,208116700
20250801,7,명탐정 코난: 척안의 잔상,2025-07-16,12885,619396,133240290
20250801,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,9674,127088,91333740
20250801,9,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,5755,19424,50658200
20250801,10,노이즈,2025-06-25,5310,1683445,56503380
20250802,1,좀비딸,2025-07-30,479554,1452461,4748776780
20250802,2,F1 더 무비,2025-06-25,158388,2960312,1718915120
20250802,3,킹 오브 킹스,2025-07-16,50662,958083,490394390
20250802,4,전지적 독자 시점,2025-07-23,46726,938848,403397380
20250802,5,배드 가이즈 2,2025-07-30,42602,158556,395298390
20250802,6,판타스틱 4: 새로운 출발,2025-07-24,28811,520553,341559680
20250802,7,명탐정 코난: 척안의 잔상,2025-07-16,17343,636739,178985270
20250802,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,13909,140997,134352370
20250802,9,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,7138,26562,64232100
20250802,10,노이즈,2025-06-25,5980,1689425,62544500
20250803,1,좀비딸,2025-07-30,416247,1868708,4096460710
20250803,2,F1 더 무비,2025-06-25,136329,3096641,1473020630
20250803,3,킹 오브 킹스,2025-07-16,56994,1015077,556527900
20250803,4,배드 가이즈 2,2025-07-30,42372,200928,392952870
20250803,5,전지적 독자 시점,2025-07-23,35027,973875,302703820
20250803,6,판타스틱 4: 새로운 출발,2025-07-24,21084,541637,245565340
20250803,7,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,14768,155765,140610980
20250803,8,명탐정 코난: 척안의 잔상,2025-07-16,14527,651266,148109050
20250803,9,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,7139,33701,66482500
20250803,10,노이즈,2025-06-25,5413,1694838,57923400
20250804,1,좀비딸,2025-07-30,184865,2053573,1749510760
20250804,2,F1 더 무비,2025-06-25,64765,3161406,669608030
20250804,3,킹 오브 킹스,2025-07-16,16580,1031657,156242310
20250804,4,배드 가이즈 2,2025-07-30,15676,216604,139812800
20250804,5,전지적 독자 시점,2025-07-23,14196,988071,112922600
20250804,6,판타스틱 4: 새로운 출발,2025-07-24,9819,551456,106014120
20250804,7,명탐정 코난: 척안의 잔상,2025-07-16,7701,658967,76628600
20250804,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,5617,161382,51143860
20250804,9,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,3031,36732,27595600
20250804,10,노이즈,2025-06-25,2454,1697292,24818100
20250805,1,좀비딸,2025-07-30,167653,2221226,1560379370
20250805,2,F1 더 무비,2025-06-25,58805,3220211,606853370
20250805,3,킹 오브 킹스,2025-07-16,16639,1048296,151771600
20250805,4,배드 가이즈 2,2025-07-30,14675,231279,128163710
20250805,5,전지적 독자 시점,2025-07-23,13503,1001574,104970880
20250805,6,판타스틱 4: 새로운 출발,2025-07-24,8697,560153,93784630
20250805,7,명탐정 코난: 척안의 잔상,2025-07-16,7842,666809,76885900
20250805,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,5250,166632,46541200
20250805,9,노이즈,2025-06-25,2553,1699845,25648700
20250805,10,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,2489,39221,22455100
20250806,1,좀비딸,2025-07-30,151530,2372756,1402250710
20250806,2,F1 더 무비,2025-06-25,53650,3273861,586726260
20250806,3,발레리나,2025-08-06,43395,52175,404159440
20250806,4,스머프,2025-08-06,15505,16620,131766240
20250806,5,킹 오브 킹스,2025-07-16,11583,1059879,104121500
20250806,6,배드 가이즈 2,2025-07-30,10978,242257,94935280
20250806,7,강령: 귀신놀이,2025-08-06,9159,10067,86031200
20250806,8,전지적 독자 시점,2025-07-23,7421,1008995,56579100
20250806,9,명탐정 코난: 척안의 잔상,2025-07-16,6723,673532,67507200
20250806,10,야당: 익스텐디드 컷,2025-08-06,5215,5365,45049000
20250807,1,좀비딸,2025-07-30,135685,2508441,1255600400
20250807,2,F1 더 무비,2025-06-25,49999,3323860,542627880
20250807,3,발레리나,2025-08-06,25629,77804,244067220
20250807,4,킹 오브 킹스,2025-07-16,12168,1072047,110465800
20250807,5,스머프,2025-08-06,11033,27653,94113120
20250807,6,배드 가이즈 2,2025-07-30,9672,251929,82901150
20250807,7,전지적 독자 시점,2025-07-23,6435,1015430,49927440
20250807,8,강령: 귀신놀이,2025-08-06,6134,16201,57805000
20250807,9,명탐정 코난: 척안의 잔상,2025-07-16,5164,678696,51026500
20250807,10,판타스틱 4: 새로운 출발,2025-07-24,3985,567810,36404030
20250808,1,좀비딸,2025-07-30,161210,2669651,1554602860
20250808,2,F1 더 무비,2025-06-25,65792,3389652,753707840
20250808,3,발레리나,2025-08-06,27267,105071,273900320
20250808,4,킹 오브 킹스,2025-07-16,13223,1085270,125541990
20250808,5,스머프,2025-08-06,10991,38644,95810080
20250808,6,배드 가이즈 2,2025-07-30,8648,260577,76575400
20250808,7,머티리얼리스트,2025-08-08,7585,8059,63903550
20250808,8,전지적 독자 시점,2025-07-23,6748,1022178,51449600
20250808,9,강령: 귀신놀이,2025-08-06,6369,22570,61988700
20250808,10,명탐정 코난: 척안의 잔상,2025-07-16,4746,683442,49261200
20250809,1,좀비딸,2025-07-30,354254,3023905,3470461650
20250809,2,F1 더 무비,2025-06-25,132816,3522468,1527265620
20250809,3,발레리나,2025-08-06,46277,151348,475571550
20250809,4,킹 오브 킹스,2025-07-16,33303,1118573,318098530
20250809,5,스머프,2025-08-06,25672,64316,234929060
20250809,6,배드 가이즈 2,2025-07-30,21772,282349,200536050
20250809,7,강령: 귀신놀이,2025-08-06,9922,32492,102066600
20250809,8,전지적 독자 시점,2025-07-23,9238,1031416,70166800
20250809,9,명탐정 코난: 척안의 잔상,2025-07-16,9151,692593,94706800
20250809,10,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,7504,183230,72536730
20250810,1,좀비딸,2025-07-30,324844,3348749,3162350820
20250810,2,F1 더 무비,2025-06-25,120212,3642680,1361123650
20250810,3,킹 오브 킹스,2025-07-16,38616,1157189,368021880
20250810,4,발레리나,2025-08-06,35844,187192,365076940
20250810,5,스머프,2025-08-06,26920,91236,245876300
20250810,6,배드 가이즈 2,2025-07-30,23048,305397,212846280
20250810,7,전지적 독자 시점,2025-07-23,13696,1045112,140393120
20250810,8,강령: 귀신놀이,2025-08-06,9862,42354,101891500
20250810,9,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,8171,191401,79513200
20250810,10,명탐정 코난: 척안의 잔상,2025-07-16,7775,700368,79999330
20250811,1,좀비딸,2025-07-30,104952,3453701,985869650
20250811,2,F1 더 무비,2025-06-25,45691,3688371,502740150
20250811,3,발레리나,2025-08-06,14612,201804,144233060
20250811,4,킹 오브 킹스,2025-07-16,6983,1164172,65426060
20250811,5,스머프,2025-08-06,5463,96699,47652410
20250811,6,배드 가이즈 2,2025-07-30,5092,310489,44661800
