날짜,순위,영화명,개봉일,일일관객수,누적관객수,일일매출액
20250514,4,파이널 데스티네이션 블러드라인,2025-05-14,8431,11793,80363200
20250514,5,거룩한 밤: 데몬 헌터스,2025-04-30,5324,751327,48262600
20250514,6,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,3606,1247468,32285000
20250514,7,"다시 만날, 조국",2025-05-14,3536,4649,31453800
20250514,8,해피엔드,2025-04-30,3068,66322,29036400
20250514,9,바이러스,2025-05-07,2308,66770,18945300
20250514,10,세븐 베일즈	,2025-05-14,2099,2668,13843700
20250515,1,야당,2025-04-16,28998,3092737,271368800
20250515,2,파과,2025-04-30,14641,447189,137470700
20250515,3,썬더볼츠＊,2025-04-30,11750,850372,108940260
20250515,4,파이널 데스티네이션 블러드라인,2025-05-14,7042,18835,68441420
20250515,5,거룩한 밤: 데몬 헌터스,2025-04-30,6728,758055,61597100
20250515,6,해피엔드,2025-04-30,3625,69947,33626760
20250515,7,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2891,1250359,25596200
20250515,8,"다시 만날, 조국",2025-05-14,2314,6963,20272100
20250515,9,바이러스,2025-05-07,2094,68864,17499000
20250515,10,극장판 귀멸의 칼날: 무한열차편,2021-01-27,1381,2213329,14185400
20250516,1,야당,2025-04-16,38909,3131646,377798900
20250516,2,썬더볼츠＊,2025-04-30,17556,867928,167777300
20250516,3,파과,2025-04-30,16705,463894,162747600
20250516,4,파이널 데스티네이션 블러드라인,2025-05-14,10134,28969,102496400
20250516,5,거룩한 밤: 데몬 헌터스,2025-04-30,7549,765604,70721100
20250516,6,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,6881,1257240,60748800
20250516,7,해피엔드,2025-04-30,3182,73129,32103000
20250516,8,라이즈 오디세이 프리미어 인 시네마, ,3120,4378,18720000
20250516,9,"다시 만날, 조국",2025-05-14,2678,9641,24293100
20250516,10,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2365,861227,26599100
20250517,1,미션 임파서블: 파이널 레코닝,2025-05-17,423889,427481,4253368710
20250517,2,야당,2025-04-16,42905,3174551,416317300
20250517,3,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,26400,1283640,245159000
20250517,4,파과,2025-04-30,14054,477948,137984700
20250517,5,썬더볼츠＊,2025-04-30,11591,879519,114567760
20250517,6,파이널 데스티네이션 블러드라인,2025-05-14,10257,39226,104080860
20250517,7,라이즈 오디세이 프리미어 인 시네마, ,5723,10101,34338000
20250517,8,해피엔드,2025-04-30,3493,76622,34954700
20250517,9,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,3420,864647,38670900
20250517,10,거룩한 밤: 데몬 헌터스,2025-04-30,2739,768343,25931800
20250518,1,미션 임파서블: 파이널 레코닝,2025-05-17,335564,763045,3349207810
20250518,2,야당,2025-04-16,35029,3209580,345495500
20250518,3,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,30198,1313838,279429480
20250518,4,파과,2025-04-30,15987,493935,171339700
20250518,5,썬더볼츠＊,2025-04-30,9722,889241,94589900
20250518,6,파이널 데스티네이션 블러드라인,2025-05-14,7166,46392,73820660
20250518,7,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,4035,868682,45336600
20250518,8,해피엔드,2025-04-30,3220,79842,31908500
20250518,9,라이즈 오디세이 프리미어 인 시네마, ,2717,12818,16302000
20250518,10,"다시 만날, 조국",2025-05-14,2345,14540,22549320
20250519,1,미션 임파서블: 파이널 레코닝,2025-05-17,107449,870494,1049728960
20250519,2,야당,2025-04-16,14151,3223731,135104500
20250519,3,파과,2025-04-30,4970,498905,47623520
20250519,4,파이널 데스티네이션 블러드라인,2025-05-14,3604,49996,36029500
20250519,5,썬더볼츠＊,2025-04-30,3393,892634,32516900
20250519,6,"다시 만날, 조국",2025-05-14,1655,16195,14673800
20250519,7,해피엔드,2025-04-30,1586,81428,15273200
20250519,8,거룩한 밤: 데몬 헌터스,2025-04-30,1324,771744,11514100
20250519,9,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,1322,870004,15273700
20250519,10,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,1196,1315034,11235400
20250520,1,미션 임파서블: 파이널 레코닝,2025-05-17,101189,971683,997174710
20250520,2,야당,2025-04-16,12485,3236216,118881900
20250520,3,파과,2025-04-30,4803,503708,45923900
20250520,4,파이널 데스티네이션 블러드라인,2025-05-14,3195,53191,31722400
20250520,5,썬더볼츠＊,2025-04-30,3171,895805,31183020
20250520,6,"다시 만날, 조국",2025-05-14,3013,19208,25532700
20250520,7,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,1537,871541,17694100
20250520,8,해피엔드,2025-04-30,1396,82824,13429800
20250520,9,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,1314,1316348,11538900
20250520,10,거룩한 밤: 데몬 헌터스,2025-04-30,1159,772903,10508000
20250521,1,미션 임파서블: 파이널 레코닝,2025-05-17,96073,1067756,936411220
20250521,2,릴로 & 스티치,2025-05-21,18329,19222,172679150
20250521,3,야당,2025-04-16,12177,3248393,116217320
20250521,4,파과,2025-04-30,4881,508589,46067000
20250521,5,썬더볼츠＊,2025-04-30,2805,898610,26607200
20250521,6,해피엔드,2025-04-30,2673,85497,24833560
20250521,7,주차금지,2025-05-21,2520,2953,16284900
20250521,8,파이널 데스티네이션 블러드라인,2025-05-14,2335,55526,23157000
20250521,9,"부정선거, 신의 작품인가",2025-05-21,2066,3005,15722700
20250521,10,그리드맨 유니버스,2025-05-21,1608,1912,10704850
20250522,1,미션 임파서블: 파이널 레코닝,2025-05-17,84519,1152275,823454910
20250522,2,릴로 & 스티치,2025-05-21,12095,31317,113064100
20250522,3,야당,2025-04-16,10899,3259292,104890900
20250522,4,나를 모르는 그녀의 세계에서,2025-05-22,4635,6986,34858300
20250522,5,"부정선거, 신의 작품인가",2025-05-21,4120,7125,35634960
20250522,6,파과,2025-04-30,3782,512371,35515900
20250522,7,썬더볼츠＊,2025-04-30,2497,901107,23533600
20250522,8,파이널 데스티네이션 블러드라인,2025-05-14,2150,57676,21705600
20250522,9,해피엔드,2025-04-30,1746,87243,16465600
20250522,10,주차금지,2025-05-21,1629,4582,11810960
20250523,1,미션 임파서블: 파이널 레코닝,2025-05-17,133298,1285573,1365168840
20250523,2,릴로 & 스티치,2025-05-21,18751,50068,189095380
20250523,3,야당,2025-04-16,13776,3273068,136873500
20250523,4,파과,2025-04-30,4866,517237,47448200
20250523,5,"부정선거, 신의 작품인가",2025-05-21,3657,10782,32939250
20250523,6,썬더볼츠＊,2025-04-30,3486,904593,33924600
20250523,7,나를 모르는 그녀의 세계에서,2025-05-22,3249,10235,28533800
20250523,8,파이널 데스티네이션 블러드라인,2025-05-14,3150,60826,32813900
20250523,9,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,1866,876120,21973900
20250523,10,해피엔드,2025-04-30,1862,89105,18741510
20250524,1,미션 임파서블: 파이널 레코닝,2025-05-17,309938,1595511,3116461280
20250524,2,릴로 & 스티치,2025-05-21,73812,123880,705194840
20250524,3,야당,2025-04-16,26858,3299926,266355920
20250524,4,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,12163,1331875,113523040
20250524,5,파과,2025-04-30,8135,525372,80396700
20250524,6,"부정선거, 신의 작품인가",2025-05-21,6388,17170,59560500
20250524,7,파이널 데스티네이션 블러드라인,2025-05-14,5662,66488,58233550
20250524,8,썬더볼츠＊,2025-04-30,5084,909677,51536800
20250524,9,나를 모르는 그녀의 세계에서,2025-05-22,4483,14718,43037100
20250524,10,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,4324,880444,52234680
20250525,1,미션 임파서블: 파이널 레코닝,2025-05-17,244898,1840409,2447473960
20250525,2,릴로 & 스티치,2025-05-21,64909,188789,617955750
20250525,3,야당,2025-04-16,21306,3321232,211201400
20250525,4,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,12434,1344309,115133280
20250525,5,파과,2025-04-30,6650,532022,66171500
20250525,6,"부정선거, 신의 작품인가",2025-05-21,5777,22947,54567350
20250525,7,나를 모르는 그녀의 세계에서,2025-05-22,4090,18808,38786700
20250525,8,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,3962,884406,47463700
20250525,9,썬더볼츠＊,2025-04-30,3945,913622,39806800
20250525,10,파이널 데스티네이션 블러드라인,2025-05-14,3819,70307,39920000
20250526,1,미션 임파서블: 파이널 레코닝,2025-05-17,60085,1900494,587065780
20250526,2,릴로 & 스티치,2025-05-21,9307,198096,90728800
20250526,3,야당,2025-04-16,9027,3330259,86921560
20250526,4,하이파이브,2025-05-30,3200,3693,28800000
20250526,5,"부정선거, 신의 작품인가",2025-05-21,3130,26077,27474800
20250526,6,파과,2025-04-30,2914,534936,27621400
20250526,7,파이널 데스티네이션 블러드라인,2025-05-14,1919,72226,19446900
20250526,8,썬더볼츠＊,2025-04-30,1683,915305,16153000
20250526,9,주차금지,2025-05-21,1581,13227,10911150
20250526,10,나를 모르는 그녀의 세계에서,2025-05-22,1413,20221,12962400
20250527,1,미션 임파서블: 파이널 레코닝,2025-05-17,54631,1955125,539108280
20250527,2,릴로 & 스티치,2025-05-21,9581,207677,89070200
20250527,3,야당,2025-04-16,7550,3337809,72742500
20250527,4,하이파이브,2025-05-30,4022,7715,36198000
20250527,5,파과,2025-04-30,2753,537689,25755500
20250527,6,"부정선거, 신의 작품인가",2025-05-21,2142,28219,19189200
20250527,7,썬더볼츠＊,2025-04-30,1843,917148,17795100
20250527,8,주차금지,2025-05-21,1797,15024,11501010
20250527,9,파이널 데스티네이션 블러드라인,2025-05-14,1729,73955,17289660
20250527,10,해피엔드,2025-04-30,1364,97595,12871200
20250528,1,미션 임파서블: 파이널 레코닝,2025-05-17,95142,2050267,763006670
20250528,2,릴로 & 스티치,2025-05-21,12684,220361,98860900
20250528,3,씨너스: 죄인들,2025-05-28,10479,12436,95263860
20250528,4,야당,2025-04-16,10092,3347901,80929400
20250528,5,페니키안 스킴,2025-05-28,7205,7453,57386450
20250528,6,미야자키 하야오: 자연의 영혼,2025-05-28,4265,4465,31823800
20250528,7,파과,2025-04-30,3785,541474,29069950
20250528,8,하이파이브,2025-05-30,3312,11027,28912100
20250528,9,"부정선거, 신의 작품인가",2025-05-21,1999,30218,16405400
20250528,10,알사탕, ,1984,2816,9930000
20250529,1,미션 임파서블: 파이널 레코닝,2025-05-17,51226,2101493,496325110
20250529,2,릴로 & 스티치,2025-05-21,7840,228201,73257560
20250529,3,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,7510,12954,68246300
20250529,4,야당,2025-04-16,7454,3355355,70208900
20250529,5,씨너스: 죄인들,2025-05-28,5250,17686,56381840
20250529,6,하이파이브,2025-05-30,4144,15171,37144000
20250529,7,소주전쟁,2025-05-30,4021,4537,36274000
20250529,8,페니키안 스킴,2025-05-28,2838,10291,26915650
20250529,9,파과,2025-04-30,2505,543979,23107260
20250529,10,알사탕, ,1700,4516,8500000
20250530,1,하이파이브,2025-05-30,70034,85205,656497200
20250530,2,미션 임파서블: 파이널 레코닝,2025-05-17,68698,2170191,650718320
20250530,3,소주전쟁,2025-05-30,46590,51127,464846780
20250530,4,릴로 & 스티치,2025-05-21,7555,235756,70914100
20250530,5,씨너스: 죄인들,2025-05-28,4469,22155,55439680
20250530,6,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,3966,16920,39248560
20250530,7,야당,2025-04-16,3487,3358842,34022000
20250530,8,알사탕, ,2357,6873,11785000
20250530,9,페니키안 스킴,2025-05-28,2338,12629,23443500
20250530,10,기타맨,2025-05-30,2275,2658,18293200
20250531,1,미션 임파서블: 파이널 레코닝,2025-05-17,164536,2334727,1651689750
20250531,2,하이파이브,2025-05-30,151784,236989,1441610130
20250531,3,소주전쟁,2025-05-30,48623,99750,472520610
20250531,4,릴로 & 스티치,2025-05-21,42205,277961,398963430
20250531,5,신명,2025-06-02,12832,12832,136854500
20250531,6,알사탕, ,11077,17950,55385000
20250531,7,배드 가이즈,2022-05-04,9970,420224,99700000
20250531,8,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,8932,25852,85116190
20250531,9,씨너스: 죄인들,2025-05-28,7490,29645,93446480
20250531,10,야당,2025-04-16,5418,3364260,52382400
20250601,1,하이파이브,2025-05-30,158504,395493,1478090800
20250601,2,미션 임파서블: 파이널 레코닝,2025-05-17,137638,2472365,1363960850
20250601,3,릴로 & 스티치,2025-05-21,43809,321770,416211300
20250601,4,소주전쟁,2025-05-30,36410,136160,342259220
20250601,5,알사탕, ,11104,29054,55520000
20250601,6,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,7503,33355,70471360
20250601,7,씨너스: 죄인들,2025-05-28,6351,35996,76730250
20250601,8,야당,2025-04-16,4388,3368648,44142500
20250601,9,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,3332,1352263,31161700
20250601,10,페니키안 스킴,2025-05-28,2986,19014,30178000
20250602,1,하이파이브,2025-05-30,75609,471102,676528600
20250602,2,신명,2025-06-02,60139,72971,566231430
20250602,3,미션 임파서블: 파이널 레코닝,2025-05-17,59953,2532318,574991280
20250602,4,소주전쟁,2025-05-30,21136,157296,185786820
20250602,5,릴로 & 스티치,2025-05-21,6868,328638,63882300
20250602,6,씨너스: 죄인들,2025-05-28,4317,40313,47404510
20250602,7,야당,2025-04-16,2158,3370806,20326600
20250602,8,페니키안 스킴,2025-05-28,1745,20759,16366700
20250602,9,알사탕, ,1486,30540,7430000
20250602,10,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,1328,34683,12378600
20250603,1,하이파이브,2025-05-30,173104,644206,1597435130
20250603,2,미션 임파서블: 파이널 레코닝,2025-05-17,135512,2667830,1319712920
20250603,3,신명,2025-06-02,85507,158478,824389070
20250603,4,릴로 & 스티치,2025-05-21,54623,383261,503547020
20250603,5,소주전쟁,2025-05-30,31328,188624,283908410
20250603,6,알사탕, ,13982,44522,69910000
20250603,7,씨너스: 죄인들,2025-05-28,6480,46793,77398000
20250603,8,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,4361,39044,40814600
20250603,9,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,2021-09-15,3947,203673,36893200
20250603,10,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,3257,1355645,29401600
20250604,1,하이파이브,2025-05-30,44520,688726,397520260
20250604,2,미션 임파서블: 파이널 레코닝,2025-05-17,29984,2697814,282413100
20250604,3,신명,2025-06-02,22226,180704,204469050
20250604,4,소주전쟁,2025-05-30,14123,202747,123864420
20250604,5,릴로 & 스티치,2025-05-21,5081,388342,46241700
20250604,6,씨너스: 죄인들,2025-05-28,2202,48995,24943740
20250604,7,그리드맨 유니버스,2025-05-21,1228,10017,6876100
20250604,8,아마데우스 오리지널 리마스터링,2025-06-04,1202,1810,10946100
20250604,9,페니키안 스킴,2025-05-28,980,24507,9030500
20250604,10,미야자키 하야오: 자연의 영혼,2025-05-28,968,13536,5954500
20250605,1,하이파이브,2025-05-30,61059,749785,542028670
20250605,2,미션 임파서블: 파이널 레코닝,2025-05-17,45561,2743375,431670340
20250605,3,신명,2025-06-02,27347,208051,250368030
20250605,4,소주전쟁,2025-05-30,15879,218626,139113860
20250605,5,릴로 & 스티치,2025-05-21,7515,395857,68041270
20250605,6,씨너스: 죄인들,2025-05-28,3456,52451,39759820
20250605,7,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,2746,42556,24365800
20250605,8,기타맨,2025-05-30,1951,8038,15270800
20250605,9,단다단: 사안, ,1419,1419,13531100
20250605,10,알사탕, ,1312,46771,6560000
20250606,1,드래곤 길들이기,2025-06-06,223220,226291,2237037730
20250606,2,하이파이브,2025-05-30,156346,906131,1447077160
20250606,3,미션 임파서블: 파이널 레코닝,2025-05-17,104990,2848365,1000923430
20250606,4,신명,2025-06-02,58810,266861,566245490
20250606,5,릴로 & 스티치,2025-05-21,19454,415311,181371550
20250606,6,브링 허 백,2025-06-06,14950,17598,120300700
20250606,7,소주전쟁,2025-05-30,14089,232715,129942600
20250606,8,알사탕, ,8706,55477,43530000
20250606,9,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,4486,47042,41166030
20250606,10,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,2021-09-15,2544,206996,22533400
20250607,1,드래곤 길들이기,2025-06-06,165590,391881,1706928480
20250607,2,하이파이브,2025-05-30,134428,1040559,1265106740
20250607,3,미션 임파서블: 파이널 레코닝,2025-05-17,87246,2935611,827056870
20250607,4,신명,2025-06-02,65019,331880,631061590
20250607,5,릴로 & 스티치,2025-05-21,14612,429923,138595730
20250607,6,소주전쟁,2025-05-30,12734,245449,126494400
20250607,7,브링 허 백,2025-06-06,9431,27029,76816900
20250607,8,알사탕, ,4964,60441,24820000
20250607,9,인피니트 15주년 콘서트 리미티드 에디션 더 무비,2025-06-11,2602,2602,65049000
20250607,10,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,2025-05-29,2392,49434,22481040
20250608,1,드래곤 길들이기,2025-06-06,152204,544085,1550089090
20250608,2,하이파이브,2025-05-30,110181,1150740,1037907340
20250608,3,미션 임파서블: 파이널 레코닝,2025-05-17,64711,3000322,610277630
20250608,4,신명,2025-06-02,59593,391473,577729120
20250608,5,릴로 & 스티치,2025-05-21,13722,443645,130217300
20250608,6,소주전쟁,2025-05-30,9600,255049,90639250
20250608,7,브링 허 백,2025-06-06,8844,35873,67650800
20250608,8,알사탕, ,6510,66951,32550000
